Contribution ID;Comment ID;Comment Subject;Comment Text;created (UTC);;
63;141;Antwort an Nr. 132;Warum sagen Sie dies so pauschal? Bislang bin ich immer nur mit dem Auto in die Innenstadt zum Einkaufen gefahren, zukünftig werde ich das aufgrund der Autofeindlichkeit nicht mehr tun. Diese ganzen Schikanen bringen einfach keine Freude mehr. Nun werde ich mehr Online und in Einkaufszentren kaufen.;2020-10-16T17:00:00Z;;
63;235;Antwort an Nr. 141;Tja, dafür bringt es anderen aber mehr Freude, auf einem autofreien Jungfernstieg ohne Lärm und Abgase zu flanieren! Menschen 1 : Autos 0!;2020-10-19T14:24:00Z;;
63;400;Antwort an Nr. 235;Laut und evt. dreckig war es am Jungfernstieg nur durch die dummen Autoposer, dafür kann ein normaler Autofahrer aber nichts.;2020-10-23T17:59:17Z;;
63;156;;"Das sind doch alles Scheinargumente. Nur weil Sie nicht mehr wie 1970 auf dem Jungfernstieg parken können, heißt das doch nicht,  dass die Innenstadt nicht mehr mit dem Auto erreichbar ist und es nicht genügend Parkmöglichkeiten in der Nähe gibt. 
Im Internet dürften Sie dann aber auch nicht bestellen, denn Online Shopping gab es im Jahr 1970 noch nicht und scheinbar wünschen Sie sich dahin zurück ;)";2020-10-17T06:02:17Z;;
63;179;;"Grün ist doch super!
Wenn die Leute gezielt was kaufen wollen, wird das heute doch eh im Internet gemacht. Das ""Erlebnis"" Shopping, evtl. verbunden mit einem Kaffee oder Eis wird durch eine Autofreie Innenstadt doch viel schöner und man verbringt mehr Zeit in der Stadt!";2020-10-17T20:45:56Z;;
63;236;;aBeR 1970 kOnNtE mAn AuCh AuF dEm JuNgFeRnStIeG pArKeN!1!1!1!1! Und mit Ihrem Vorschlag für neue unterirdische Stadtautobahnen kommen Sie auch 60 Jahre zu spät um die Ecke.;2020-10-19T14:26:24Z;;
63;286;Antwort an Nr. 236;Dafür möchte ich nicht wie viele in die Steinzeit zurück.;2020-10-20T15:45:03Z;;
63;301;Antwort an Nr. 286;"Das hat nichts mit Steinzeit zu tun; es geht darum, aus den Fehlern, die man in den 1960ern mit der ""autogerechten Stadt"" gemacht hat, zu lernen, und in Zukunft lieber eine ""menschenfreundliche Stadt"" zu bauen!";2020-10-20T17:27:59Z;;
63;307;Antwort an Nr. 301;"Die Stadt war leider niemals autogerecht. Es gab in Hamburg diesbezüglich diverse Planungen, leider wurde davon kaum etwas umgesetzt. Eine Stadt, wo man individuell und schnell (damit meine ich keine Fahrräder) von A nach B kommt, ist zudem ""menschenfreundlich"". Dann könnte man sich ohne Stress bei Wind und Wetter im Stadtraum bewegen ohne auf Fahrpläne und ÖPNV-Anbindung angewiesen zu sein. Insofern werden heutzutage Ideen der 1880er Jahre nur neu aufgewärmt!";2020-10-20T17:51:11Z;;
63;628;;autofeindliche Umgestaltung = menschenfreundliche Neugestaltung /// weniger Autos = mehr Lebensqualität;2020-11-02T11:21:55Z;;
64;122;;Die Vorschläge finde ich gut. Ich finde es wichtig, dass die Innenstadt auch nach Ladenschluss belebter wird und der Ort zum Verweilen anzieht - damit würde auch dem Einzelhandel vor Ort geholfen werden, dass immernoch genügend Leute zum Einkaufen kommen und die Umsätze bleiben.;2020-10-16T15:21:42Z;;
64;125;;"- begrünte Sitzgruppen und 
- überdachte Pavillions 
- Bereiche für Sportler (Trimm-Dich Geräte, Basketballkorb, vielleicht sogar in Kooperation mit den vielen Skatern vor Ort ein paar Hindernisse aufstellen)
- nach Möglichkeit heimische, robuste Pfl";2020-10-16T15:25:54Z;;
65;315;;"Einige werden erst dann aufhören, über den Jungfernstieg zu fahren, wenn man Ihnen den Autoschlüssel wegnimmt. Vorher werden sie behaupten ""nicht gesehen, nicht gewusst"" und andere durchschaubare ""Ausreden"".
Ohne Kontrolle wird das nix!";2020-10-21T10:19:28Z;;
66;110;;klingt für mich nach ner guten Idee. Wäre interessant zu erfahren, ob da keiner drauf gekommen ist, oder warum sie ggf. verworfen wurde;2020-10-16T14:56:30Z;;
66;232;Antwort an Nr. 110;Wurde tatsächlich geprüft und verworfen, da die Radfahrer dadurch am beginn und Ende des Ballindamms jeweils die Straßenseite hätten wechseln müssen. Der Ziel- und Quellverkehr auf der Häuserseite hätte keine Radinfrastruktur gehabt und wäre wahrscheinlich auf dem Gehweg herumgegurkt. Das Queren der Fahrbahn abseits der Ampeln ist dann auch schwieriger, weil der Verkehr aus beiden Richtungen kommt. Nun kann über die Mittelinsel gequert werden mit jeweils nur einer Fahrtrichtung.;2020-10-19T14:18:55Z;;
66;176;;"Naja grundsätzlich sind Radfahrstreifen neben dem Mischverkehr schon die sicherste Lösung. Abbiegeunfälle passieren ja gerade deswegen WEIL Radfahrer neben Lkw gelassen werden. Vor oder hinter Kfz kann man nicht beim Abbiegen ""übersehen"" werden.
An konkret dieser Stelle wäre allerdings schon eine bauliche Trennung attraktiver gewesen. Leider hat hier die eine Planung die andere überholt. Vielleicht wird das irgendwann ja nochmal korrigiert.";2020-10-17T18:53:55Z;;
66;199;;... und wenn schon nicht so, hätte man zumindest die Poller, die den Radstreifen von der Grünfläche trennen, zwischen Radstreifen und Autofahrbahn setzen können;2020-10-18T20:54:36Z;;
67;94;;"Radfahrer zahlen, genauso wie Fußgänger, Steuern und finanzieren damit den Ausbau &amp; Erhalt der Infrastruktur. Die KfZ- und Mineralölsteuer kommt beim Pkw zwar hinzu, deckt aber nicht annähernd die externen Kosten, die der Autoverkehr verursacht. Ergo: Fußgänger &amp; Radfahrer finanzieren eher die Straßeninfrastruktur mit als andersherum.
Übrigens: In Hamburg wurden 2017 26% der tägl. Wege zu Fuß und 15% mit dem Rad zurückgelegt. 41% der Verkehrsflächen für Rad- und Fußverkehr wäre doch dann fair ;)";2020-10-16T13:44:25Z;;
67;98;Antwort an Nr. 94;"Verwirr ihn doch nicht mit Fakten... ;)";2020-10-16T14:03:16Z;;
67;109;Antwort an Nr. 94;"Verstehe, Demokratie ist, wenn jeder jeden Tag so lang im Stau stehen darf, wie es ihm all die anderen Autofahrer aufzwingen. Und in über 90% der Zeit einer Tages die urbane Fläche als Abstellplatz für ihrer KArosse nutzen, so dass kaum noch ein Fußgänger oder Radfahrer über die Straße kommt, weil auch gern Kreuzungen einfach zugeparkt werden. Und die umweltschädlichen Abgase werden den Radfahrern auch noch frei Haus geliefert.
Das ist also demokratisches respektvolles miteinander Umgehen.";2020-10-16T14:53:31Z;;
67;150;Antwort an Nr. 109;Was ist das denn für ein einseitiger Schmäh-Kommentar? Ich habe in der Innenstadt, egal ob vor 40 Jahren oder heute, nie in einem Stau gestanden.;2020-10-16T20:15:44Z;;
67;151;Antwort an Nr. 94;"Wie hier schon angedeutet wurde, sind Steuern in Deutschland nicht zweckgebunden. Als Radfahrer, der Steuern zahlt, bezahle ich also das Kulturgut Autobahn mit — genauso wie ein Autofahrer den Bau von Radwegen mitbezahlt. Klingt für mich eigentlich sehr demokratisch.

Abgesehen davon bringen Radfahrer einen gesamtgesellschaftlichen Nutzen, der sich statisch gesehen zum Beispiel darin niederschlägt, dass sie das Gesundheitssystem entlasten und damit allen bares Geld sparen.";2020-10-16T20:23:20Z;;
67;227;Antwort an Nr. 151;Die wesentlichen Fakten wurden hier bereits aufgezählt. Dazu kommt: Der Autoverkehr belastet die Infrastruktur stark. Klar, dass ein 1,5 t SUV für mehr Fahrbahnverschließ sorgt als ein Radfahrer. Die Straßen, Brücken etc. müssen deshalb häufig und unter hohen Kosten saniert oder neu gebaut werden. Diese Kosten übersteigen die Einnahmen aus der Kfz-Steuer bei Weitem und werden aus den allgemeinen Steuereinnahmen finanziert. Und diese Steuern zahlen Radfahrer ebenso wie Autofahrer.;2020-10-19T14:10:05Z;;
67;401;Antwort an Nr. 227;So ist das nicht ganz korrekt, die Mineralölsteuer zahlen nur die Autofahrer und bringt dem Staat jährlich mittlere zweistellige Milliardenüberschüsse... Literatur dazu gibt es im Internet im Überfluss...;2020-10-23T18:04:25Z;;
67;443;Antwort an Nr. 401;https://correctiv.org/checkjetzt/2019/06/28/nein-aus-47-milliarden-euro-steuern-durch-autofahrer-werden-nicht-nur-fuenf-in-den-strassenbau-investiert/;2020-10-26T08:16:06Z;;
67;149;;Nur eine kleine Innenstadt, wie z.B. in Lüneburg, kann man autofrei gestalten. In einer so weitläufigen Innenstadt wie in Hamburg ist es ein Unding und wird zur Verödung der Innenstadt beitragen;2020-10-16T20:13:51Z;;
67;226;Antwort an Nr. 149;...weil???;2020-10-19T14:03:51Z;;
67;278;Antwort an Nr. 149;Und so kleine Innenstädte wie jene von Wien und Paris, die dies konsequent und sehr erfolgreich umsetzen. Sprechen Sie gerne einmal mit den Bürgermeisterinnen der beiden Städte Frau Anne Hidalgo (Paris) oder Frau Birgit Hebein (Wien);2020-10-20T12:59:44Z;;
67;402;Antwort an Nr. 149;Sehr richtig! Hamburg ist eine Weltstadt und führt sich auf wie ein Provinzdorf.;2020-10-23T18:06:13Z;;
68;97;;Es soll neue Behindertenparkplätze an den Grenzen des Bereichs geben;2020-10-16T14:02:15Z;;
70;225;;Solange du nicht mit dem Auto dorthin fährst :-);2020-10-19T14:01:35Z;;
71;96;;Trauriges Einzelschicksal. Wie kann man davon überrascht gewesen sein? Die Schilder stehen seit Tagen und in der Presse wurde darüber berichtet. Manche Leute...;2020-10-16T13:59:59Z;;
71;100;;Die Schilder stehen dort schon seit einigen Tagen...;2020-10-16T14:14:30Z;;
71;107;;"selbst zum Radfahrer werden, statt über sie zu schimpfen. Radfahren ist schon lange nicht mehr nur was für Ökos, Grüne, Spinner, wie sie sie gerne nennen. Sondern ein Teil des urbanen vielfältigen Mobilitätskonzepts.
Einfach mal damit vertraut machen, dass die Zukunft in der Stadt anders aussehen muss, als kilometerlange, sich im Schneckentempo durch die Stadt bewegende Blechlawinen. 
Ja, ich höre schon die Argumente. Ich komme von außerhalb ....
Bitte anfangen lösungsorientiert zu denken";2020-10-16T14:47:34Z;;
71;116;Antwort an Nr. 107;"Eine sehr gute und innovative Lösung: Stadtautobahnen unterirdisch bis in die Innenstädte bauen. Dazu noch etliche weitere Parkhäuser und schon gibt es keine Staus mehr. Das wäre auch ein sehr gutes Konjunkturprogramm in schwierigen Zeiten.

Dazu: Welche Branche schafft im Autoland Deutschland mehr Arbeitsplätze? Autos oder Fahrräder die zunehmend in Fernost produziert werden?";2020-10-16T15:09:22Z;;
71;147;Antwort an Nr. 116;Ich bin eher dafür, alle Geschäfte dazu verpflichten, Drive-in-Optionen anzubieten, damit man nicht mehr aus dem Auto aussteigen muss.;2020-10-16T20:08:07Z;;
71;164;Antwort an Nr. 116;Ich bin dafür die Innenalster zuzuschütten und einen riesigen Parkplatz daraus zu machen!;2020-10-17T10:16:36Z;;
71;223;Antwort an Nr. 164;Warum nur die Innen- und nicht auch die Außenalster? Dort wäre genug Platz für Parkplätze, Rennstrecken, Autohäuser, Waschanlagen und was das Autofahrerherz noch so begehrt...;2020-10-19T13:55:15Z;;
71;224;Antwort an Nr. 116;Digga, dein Ernst? Wir sollen die Gestaltung unserer Innenstädte danach ausrichten, in welchen Branchen viele Menschen arbeiten?;2020-10-19T14:00:53Z;;
71;287;Antwort an Nr. 224;Selbstverständlich müssen die Innenstädte danach ausgerichtet werden. Durch weitere autofeindliche Politik in Deutschland werden ansonsten Millionen Arbeitsplätze abgebaut werden müssen. Die Autoindustrie ist DER Wirtschaftsmotor Deutschlands.;2020-10-20T15:50:31Z;;
71;304;Antwort an Nr. 287;"(1) Nur jeder 35. Arbeitsplatz ist in der Autoindustrie: https://bit.ly/3m32xrG
das sind etwa 823.000. In Deutschland gibt es aber etwa hundertmal so viele Menschen. Autos nehmen viel Platz weg, der sinnvoller genutzt werden könnte, schaden der Gesundheit und der Umwelt. Sollen wir unsere Innenstädte wirklich für eine so kleine Minderheit ruinieren? P.S. Hab selber mal bei VW gearbeitet und habe nichts gegen Autos an sich, aber die gehören nunmal nicht in die Innenstädte.";2020-10-20T17:42:00Z;;
71;305;Antwort an Nr. 304;Korrigiere: Laut Bundeswirtschaftsministerium sind es 833.000 Arbeitsplätze in der Automobilindustrie https://www.bmwi.de/Redaktion/DE/Textsammlungen/Branchenfokus/Industrie/branchenfokus-automobilindustrie.html und die fallen auch nicht sofort komplett weg, nur weil Hamburg den Jungfernstieg für Autos dichtmacht.;2020-10-20T17:47:01Z;;
71;311;Antwort an Nr. 305;"Dazu kommen allerdings noch die Millionen Arbeitsplätze, die indirekt mit der Automobilindustrie zusammenhängen. Selbstverständlich müssen diese auch beachtet werden. Aber selbst die fast 1 Millionen direkt in der Automobilindustrie Beschäftigten reichen aus, um das Land arm werden zu lassen, sofern sie ihren Arbeitsplatz verlieren sollten. Etwa 7% des Bruttoinlandsprodukts wird von der Automobilindustrie (direkt) beigesteuert.

Maßnahmen gegen das Auto sind Maßnahmen gegen die Wirtschaft.";2020-10-20T18:46:10Z;;
71;314;Antwort an Nr. 311;Zum Glück gibt es ja noch andere Wirtschaftszweige, etwa den Einzelhandel, die Gastronomie etc., die im Gegenzug von einem autofreien Jungfernstieg profitieren!;2020-10-21T07:04:15Z;;
71;323;Antwort an Nr. 311;Hast du damals eigentlich auch versucht, die Jobs in der Schreibmaschinenindustrie zu retten, als die Computer aufkamen?;2020-10-21T17:57:01Z;;
71;364;Antwort an Nr. 323;Was für eine lahme Debatte. Falls die paar autofreien Straßen im Gegensatz zum gesamten Straßennetz (inkl Autobahnen) in Deutschland wirklich einen großen Einfluss auf die Automobilindustrie haben, sollte man auch drüber nachdenken ob man die Automobilbranche einfach dicht macht. Scheinen mir in Zukunft keine sicheren Arbeitsplätze zu sein.;2020-10-23T09:35:09Z;;
71;391;Antwort an Nr. 364;"Anscheinend haben Sie von den Plänen einiger politischen Parteien noch nicht alles mitbekommen: In Hamburg soll die Innenstadt ""autoarm"" werden, d. h. es wird wohl noch wesentlich mehr Einschränkungen geben (vermutlich wird demnächst z.B. die Steinstraße nur noch zweispurig sein, da dort die Busse aus der Mönckebergstraße umgeleitet werden sollen). Die Einwohner der Städte und des Umlandes sollen unbedingt zum Umstieg auf den ÖPNV ""gezwungen"" werden. Es soll nicht freiwillig sein.";2020-10-23T17:37:02Z;;
71;392;Antwort an Nr. 323;Sie haben einen außerordentlichen Sinn für Humor!;2020-10-23T17:37:36Z;;
71;393;Antwort an Nr. 314;Dann ist die Welt ja gerettet. Womit wird wohl mehr verdient? Mit ein paar Autos oder ein paar Brötchen? Warum keine Koexistenz?  Des Weiteren geht es bei der Jungfernstieg-Maßnahme um die reine Symbolik: Der Autofahrer ist der Feind der Gesellschaft und soll aus den Städten des Landes verbannt werden und sein Auto bestenfalls verschrotten lassen. Zusätzlich sollen auch keine weiteren neuen Autos mehr gekauft werden. Für Sie dürfte das aber wahrscheinlich keine neue Erkenntnis sein.;2020-10-23T17:44:47Z;;
71;394;Antwort an Nr. 323;Außerdem lebte ich damals auch noch gar nicht...;2020-10-23T17:46:05Z;;
71;453;Antwort an Nr. 311;Mit dem Argumentationsversuch kannst Du auch die Waffenindustrie fördern. Läuft immer.;2020-10-26T11:59:09Z;;
71;115;;Es gibt die Möglichkeit in der Gegend das Auto in Parkhäusern zu parken, mit der U-Bahn, dem Bus anzureisen, mit dem Taxi oder MOIA. Ich fahre am liebsten mit dem Rad zur Arbeit (16km eine Strecke). Wer dafür nicht fit genug ist oder weitere Strecken fahren muss kann außerdem noch zum E-Bike, E-Roller, Moped, E-Moped etc. greifen. Wenn es am Rande des Gebietes noch Parkplätze für Carsharing gäbe, könnte man auch das System nutzen.;2020-10-16T15:08:45Z;;
71;126;;"Allein an dem Punkt ""...Ich muss jetzt jeden Tag einen längeren Umweg fahren, stehe länger im Stau, stoße noch mehr Abgase aus und so weiter..."" sollte eigentlich der gesunde Menschenverstand einsetzen. Um an einen der zentralsten Orte Hamburgs zu gelangen, ist im Jahr 2020 kein Auto mehr von Nöten. Mehr zu Fuß oder mit dem Fahrrad -&gt; Mehr Bewegung, weniger Stress, weniger Kosten für Sprit, Parkgebühren, etc. etc.....Verkehrspolitik auf ideologische Motive zu begrenzen, hat noch nie geholfen.";2020-10-16T15:30:16Z;;
71;288;Antwort an Nr. 126;Genau das wird am Jungfernstieg doch gerade getan, es ist reine grüne Ideologie.;2020-10-20T15:51:36Z;;
71;128;;Vor Ort sollten sich mehr gewerbliche Rikscha- und Lastenfahrer ansiedeln.  :-);2020-10-16T15:37:17Z;;
71;136;;"Probieren Sie doch einfach mal Bus &amp; Bahn zu fahren oder mit dem Fahrrad?! Wieso brauchen sie 2 Tonnen stinkendes Blech, um ihre 75kg von A nach B zu bewegen? Das ist keine zeitgemäße innerstädtische Mobilität.";2020-10-16T16:21:33Z;;
71;144;;"Parken Sie ihr Auto weiter weg und legen Sie den Rest zu Fuß, per Rad, oder mit dem ÖPNV zurück. Das sind nicht nur Fortbewegungsformen, die gesünder für Gesellschaft und Umwelt (und jeden Einzelnen von uns) sind, sondern auch eine menschenzentrierte Stadtentwicklung ermöglichen.

Und da der Jungfernstieg wohl einer der zentralsten Orte überhaupt in Hamburg ist, stehen Ihnen nun wirklich etliche ""alternative"" Möglichkeiten offen, ihn zu erreichen.";2020-10-16T20:04:16Z;;
71;158;;"Haben sie mal erwogen, mit dem ÖPNV zur Arbeit zu fahren? Das spart Zeit, Geld &amp; Nerven!";2020-10-17T08:43:45Z;;
71;397;Antwort an Nr. 158;Komisch, mit dem Auto bin ich sogar doppelt so schnell am Arbeitsplatz (im Vergleich zum sehr verspätungsanfälligen ÖPNV). Nur wenn es mal wieder Stau gibt dauert es selten genauso lang.;2020-10-23T17:49:22Z;;
71;172;;Stimmt, an den Jungfernstieg kommt man ja auch nur mit dem Auto...;2020-10-17T18:46:19Z;;
71;291;;Die Stadt soll nicht nur in seiner funktionale, sondern auch in seine historische, ästhetische und soziale Dimension geplant werden. Ich wünsche, diese Aspekte werden durch eine gute Kommunikation vermittelt.;2020-10-20T16:36:39Z;;
72;148;;Was für Lebensqualität ergibt sich denn auf breiten Fußgängerstraßen und breiten Straßen für Radfahrer ohne jegliche gewachsene Infrastruktur?;2020-10-16T20:09:23Z;;
72;155;Antwort an Nr. 148;Keine lärmenden, stinkenden, platzverschwenderischen, gefährlichen Blechdosen in einer Straße zu haben IST ein Gewinn an Aufenthaltsqualität!;2020-10-17T05:53:10Z;;
73;127;;"Ich fänd es zudem schön, wenn in einem Bereich regelmäßig Aktivitäten aus Kunst und Musik stattfinden können und entsprechende Infrastruktur installiert wird. 
Zudem sollte es auch einen Bereich für Kinder zum Spielen geben. Da das Wasser so naheliegend ist, könnte man mehrere bootsförmige Spielgeräte aufstellen (Beispiel: Spielgeräte als Boot an den Fußwegen bei den Fleeten in Allermöhe).";2020-10-16T15:34:36Z;;
73;139;;Klingt erstmal nett, aber würde dann ja wieder Verkehrskonflikte herbeiführen.;2020-10-16T16:44:34Z;;
73;146;Antwort an Nr. 139;Das glaube ich allerdings auch. Man kann eine Großstadt nicht im Hauruckverfahren zu einer Fahrradstadt verwandeln.;2020-10-16T20:06:41Z;;
73;145;;Solange durch exorbitante Mieten kleine Läden aus der Innenstadt vertrieben werden, werden sich auch keine anderen Aktivitäten dort ansiedeln ausser zu Weihnachten die unsäglichen weißen Zelte am Jungfernstieg, die den Blick auf die Alster verhindern. Nur ein geschicktes Gemisch aus Läden, Kunst/Kultur, Restaurants/Cafes und evtl. Wohnraum würde Publikum anziehen, wie es ja in verschiedenen Hamburger Stadtteilen mit ausgewogener Infrastruktur zu sehen ist.;2020-10-16T20:05:51Z;;
73;163;Antwort an Nr. 145;Sehe ich genauso. Die Mieten lassen leider nicht zu, dass dort Restaurantketten oder Bistros / Bars sich langfristig halten können.;2020-10-17T10:06:05Z;;
73;222;;Grundsätzlich: ja! Aber bitte nicht auf diesem Mittelstreifen, der nur eine bessere Verkehrsinsel ist und maximal eine Übergangslösung bis zum Umbau sein darf!;2020-10-19T13:52:16Z;;
75;133;;Bei der U Bahn Haltestelle Oldenfelde wurden überdachte Fahrradständer (mehrstöckig) aufgestellt. Dies könnte sich hier auch anbieten. Ggf. lässt sich das auch ansprechend gestalten durch Begrünung oder künstlerischer Bemalung.;2020-10-16T16:05:00Z;;
75;162;;Generell mehr Bügel, überall am Jungfernstieg.;2020-10-17T10:04:50Z;;
75;255;;"In der gesamten Stadt fehlen an vielen Punkten Fahrradbügel, während andere Anlagen verweisen. Wird hier eigentlich mal eine Bedarfsanalyse gemacht?

Warum können nicht punktuell (!) einfach mal Parkplätze rausgenommen werden und durch Fahrradstellplätze ersetzt werden?1 Autoparkplatz = 6 Fahrradstellplätze";2020-10-19T15:19:43Z;;
76;154;;"Der alsterseitige ""Radweg"" hat in den vergangenen Jahren ja deutlich gezeigt, dass eine Mischung aus Rad- und Fußverkehr hier nicht funktioniert. Das ist auch kein Wunder, da der Radweg praktisch unsichtbar war und bei so großem Fußverkehrsaufkommen auch ein rot gepflasterter Radweg vermutlich nicht helfen würde. Da hilft es nur, Rad- und Fußverkehr physisch zu trennen. 

Der Umbau ist ja auch provisorisch. Und ja, im Winter gibt's weniger Rad- und Fußverkehr. Aber es ist nicht immer Winter.";2020-10-16T21:03:11Z;;
77;157;;Ihnen ist schon klar, dass man das Passagenviertel immer noch mit dem Kfz erreichen kann und dass es auch vorher auf dem Jungfernstieg keine Parkplätze gab...;2020-10-17T06:57:31Z;;
77;160;;Mit Ü60 hätte man in diesem sogenannten Internet feststellen können, dass es in unmittelbarer Nähe etliche Parkhäuser gibt. Aber für manche ist das Internet wohl immer noch Neuland...;2020-10-17T09:05:07Z;;
77;221;;Blöd, wenn das Ehepaar Ü60 nun nicht mehr im Mercedes-SUV direkt vorm Eingang von Wempe vorfahren kann..;2020-10-19T13:48:42Z;;
78;168;;Rassist;2020-10-17T13:59:30Z;;
80;159;;Ist fürs Ego wohl nicht der gleiche Effekt, wenn man das teure Auto beim Einkauf im Neuen Wall jetzt auf einmal 100m entfernt ins Parkhaus im Hanse Viertel oder Alsterhaus stellen muss?! Mein Beileid.;2020-10-17T09:01:28Z;;
80;161;;"Die Pandemie ist leider nicht für alles ein Grund.
Ausreichend, gut beschilderte UND günstige Parkhäuser können Innenstädte wieder attraktiver machen.";2020-10-17T10:01:57Z;;
80;184;;Ach, ich bitte Sie... Alsterhaus hat ein eigenes Parkhaus, woraus man direkt ins Geschäft reinkommen kann. Der Neue Wall ist nur ein Steinwurf entfernt.;2020-10-17T22:21:46Z;;
80;220;;Stadtraum ist nunmal begrenzt und wertvoll und sollte zum größtmöglichen Nutzen Aller verwendet werden und nicht, damit die Karossen einiger Weniger direkt vor dem Geschäft parken können.;2020-10-19T13:44:41Z;;
80;404;;"Worauf beziehen Sie sich mit Ihrer Aussage?
Gibt es irgendwelche Beispiele anderer Städte, in denen passiert ist, was Sie befürchten?
Ich kenne nur diverse Studien, die das Gegenteil belegen.";2020-10-23T18:33:51Z;;
80;422;;Ich bin einer der von Dir beschriebenen kaufwilligen und kaufkräftigen Menschen und ich setze mich jetzt mit meiner Familie viel lieber in den ÖPNV oder aufs Rad, um in einer attraktiveren Innenstadt zu schlendern und einzukaufen. Ein Auto ist für uns in der Stadt eine Belastung sowie unnötiger Kostenfaktor, auch wenn wir uns ohne Sorgen morgen einen Tesla kaufen könnten.;2020-10-25T14:18:04Z;;
81;178;;Warum sollte man nicht im Winter auf den ÖPNV umsteigen!? Der Verkehr wird nicht weniger, richtig, aber der Anteil des Autoverkehrs soll und muss geringer werden!;2020-10-17T20:42:51Z;;
81;219;;Das Verkehrschaos wird es geben, richtig. Aber schuld daran sind die immer noch zu zahlreichen Autofahrer. Da hilft nur: Zuckerbrot (gute Alternativen wie Fahrradstraßen, ÖPNV) und Peitsche (Straßensperrungen für den MIV).;2020-10-19T13:41:44Z;;
82;165;;Der Mittelstreifen wurde gewählt, da dies am kostengünstigesten und am schnellsten errichtet werden kann. Wenn man die Borde versetzt ist dies ein großer Aufwand. Dennoch stimme ich dir grundsätzlich zu...;2020-10-17T11:11:46Z;;
82;167;Antwort an Nr. 165;"So lange es nur ""übergangsweiße"" ist, wäre es ok. Ich weiß aber auch, dass viele Dinge, die ""übergangsweiße"" geplant sind, dann für immer so bleiben. Schade, dass man hier keine Bilder hochladen kann, um Ideen einzureichen oder Ideen besser veranschaulichen zu können.";2020-10-17T11:44:54Z;;
82;174;;Wir werden es sehen... ich glaube aber auch dass eine Querungshilfe zwar sinnvoll ist, aber mit nur geringer Aufenthaltsqualität.;2020-10-17T18:48:37Z;;
82;186;;Danke. Genau dieses Gedanken hatte ich auch. Mittelallee/streifen hat gar keine Aufenthaltsqualität und ist verlorener Raum. Wenn schon Investitionen in einen Umbau für eine lngfristige Umgestaltung getätigt werden, sollten man nicht davor zurückschrecken und auch die Borde/Bordsteine dafür zu versetzen.;2020-10-18T08:20:08Z;;
82;191;Antwort an Nr. 186;"Genau so sehe ich das auch. Eine leicht ""schlängelnde"" Strasse für Busse und Taxen, dazu ein paar Übergänge für Passanten, wäre ziemlich ideal.";2020-10-18T13:53:33Z;;
84;177;;Ähm, die Stadt wird doch gerade besser zugänglich, weil nicht überall Autos rumstehen und rumfahren!?;2020-10-17T20:41:42Z;;
85;170;;Man kann doch weiterhin dort parken!? Parkhäuser gibt es ausreichend. Noch schlauer wäre ja eine Anreise mit Bus oder Bahn...;2020-10-17T18:43:18Z;;
88;185;;geile Idee, lets do it. Mantis Hamburg;2020-10-18T07:34:46Z;;
88;187;;"In der Gegend müsste das gut funktionieren : ) meinen Vote habt ihr! Meinen Dank und meine Liebe auch &lt;3";2020-10-18T10:01:03Z;;
88;196;;Wäre super geil;2020-10-18T14:41:43Z;;
88;202;;Artistik? Klappende Boards, mehr nicht. Gibt genug Plätze in der Stadt, da muss man nicht auch noch den Jungfernstieg für die Freizeitbeschäftigung einer Minderheit, die zudem Passanten gefährdet, nehmen. Bezahlt schließlich wieder der Steuerzahler, diesen zehnten Umbau in zehn Jahren....;2020-10-19T08:22:12Z;;
88;216;Antwort an Nr. 202;Ja, Artistik. Versuchs mal selbst, ist gar nicht so einfach und gefährdet auch keine anderen, wenn es in einem bestimmten räumlich begrenzten Bereich ermöglicht wird. Und das sage ich als Nichtskater.;2020-10-19T13:35:37Z;;
89;213;;Stimmt, eine bessere Mittelinsel bietet auch keine echte Aufenthaltsqualität.;2020-10-19T13:30:54Z;;
90;190;;"Am Jungfernstieg gab es sowieso keine Parkplätze. Ob die Autos fahren oder nicht, dürfte sich also nicht auf die Geschäfte ausüben. ;)";2020-10-18T13:51:39Z;;
91;193;;Sehr gute Idee. Hamburg sollte generell mehr für seine Skateszene machen;2020-10-18T14:39:11Z;;
91;200;;Nein, keine gute Idee. Es geht hier um mehr Aufenthaltsqualität für uns Hamburger. Nicht um einen Spielplatz für Spätpubertierende oder eine Rennstrecke für grüne Besserwisser.;2020-10-19T08:15:49Z;;
91;214;Antwort an Nr. 200;"Lustig, dass du den ""Spätpubertierenden"" Besserwisserei vorwirfst und selber anscheinend ganz genau weißt, was am besten für alle ist...";2020-10-19T13:32:49Z;;
92;192;;Besser Platz, als Durchgangsstraße... Aber ich stimme Ihnen zu;2020-10-18T14:33:21Z;;
93;195;;Man kann sich auch über jeden scheiß aufregen;2020-10-18T14:40:20Z;;
93;212;;Stimmt, alles verfallen lassen und gar nicht mehr bauen wäre die bessere Alternative...;2020-10-19T13:30:17Z;;
93;355;;Nicht vergessen, dass eine grüne Mehrheit im Bezirk Mitte Volkswille ist, auch wenn die SPD-Fraktion weiter führt...;2020-10-22T16:44:39Z;;
93;696;;So schnell wie möglich autofrei und alles andere mal etwas durchdachter umsetzen finde ich nicht verwerflich. Das ist doch keine Baustelle im klassischen Sinn sondern autofreie Zone, kann also Autofahrer nicht weiter kratzen.;2020-11-17T17:36:06Z;;
